State,State Abb,County,UID (county-state),Unemployment Rate,Population
Arizona,AZ,Navajo,Navajo-AZ,9.691666667,107449
North Carolina,NC,Brunswick,Brunswick-NC,7.208333333,107431
Arkansas,AR,Saline,Saline-AR,4.25,107118
North Carolina,NC,Henderson,Henderson-NC,4.733333333,106740
Ohio,OH,Allen,Allen-OH,4.833333333,106331
Kentucky,KY,Hardin,Hardin-KY,5.1,105543
Illinois,IL,Dekalb,Dekalb-IL,5.625,105160
Alabama,AL,Etowah,Etowah-AL,6.125,104430
Idaho,ID,Bonneville,Bonneville-ID,3.45,104234
West Virginia,WV,Berkeley,Berkeley-WV,5,104169
North Carolina,NC,Craven,Craven-NC,6.116666667,103505
Texas,TX,Kaufman,Kaufman-TX,4.083333333,103350
Ohio,OH,Miami,Miami-OH,4.408333333,102506
Washington,WA,Cowlitz,Cowlitz-WA,7.583333333,102410
Wisconsin,WI,Walworth,Walworth-WI,4.775,102228
Iowa,IA,Woodbury,Woodbury-IA,3.716666667,102172
Wisconsin,WI,Fond du Lac,Fond du Lac-WI,4.116666667,101633
New York,NY,Tompkins,Tompkins-NY,4.075,101564
Alabama,AL,Houston,Houston-AL,6.183333333,101547
Ohio,OH,Ashtabula,Ashtabula-OH,5.983333333,101497
Missouri,MO,Franklin,Franklin-MO,5.041666667,101492
Pennsylvania,PA,Adams,Adams-PA,4.058333333,101407
Maryland,MD,Cecil,Cecil-MD,6.016666667,101108
South Dakota,SD,Pennington,Pennington-SD,3.233333333,100948
Michigan,MI,Lenawee,Lenawee-MI,0.85,99892
Virginia,VA,Hanover,Hanover-VA,3.858333333,99863
New York,NY,Putnam,Putnam-NY,4.341666667,99710
Missouri,MO,Cass,Cass-MO,4.783333333,99478
Oregon,OR,Yamhill,Yamhill-OR,5.341666667,99193
New York,NY,Steuben,Steuben-NY,6.391666667,98990
Virginia,VA,Albemarle,Albemarle-VA,3.85,98970
Tennessee,TN,Bradley,Bradley-TN,5.375,98963
California,CA,Nevada,Nevada-CA,5.458333333,98764
Wisconsin,WI,Eau Claire,Eau Claire-WI,3.85,98736
Maryland,MD,Wicomico,Wicomico-MD,6.866666667,98733
Tennessee,TN,Madison,Madison-TN,6.058333333,98294
North Carolina,NC,Cleveland,Cleveland-NC,6.45,98078
New Jersey,NJ,Cape May,Cape May-NJ,11.275,97265
Virginia,VA,Roanoke City,Roanoke City-VA,4.858333333,97032
Kentucky,KY,Daviess,Daviess-KY,4.708333333,96656
Arkansas,AR,Craighead,Craighead-AR,4.583333333,96443
West Virginia,WV,Cabell,Cabell-WV,5.366666667,96319
West Virginia,WV,Monongalia,Monongalia-WV,4.708333333,96189
Arkansas,AR,Garland,Garland-AR,5.666666667,96024
North Carolina,NC,Nash,Nash-NC,7.341666667,95840
Mississippi,MS,Madison,Madison-MS,4.65,95203
California,CA,Sutter,Sutter-CA,10.78333333,94737
Pennsylvania,PA,Northumberland,Northumberland-PA,5.916666667,94528
Virginia,VA,Montgomery,Montgomery-VA,4.316666667,94392
New York,NY,Wayne,Wayne-NY,5.425,93772
Iowa,IA,Dubuque,Dubuque-IA,3.575,93653
North Carolina,NC,Rockingham,Rockingham-NC,6.566666667,93643
Ohio,OH,Geauga,Geauga-OH,4.016666667,93389
Iowa,IA,Pottawattamie,Pottawattamie-IA,3.566666667,93158
Alabama,AL,Marshall,Marshall-AL,5.766666667,93019
Alabama,AL,Lauderdale,Lauderdale-AL,6.933333333,92709
Ohio,OH,Tuscarawas,Tuscarawas-OH,5.358333333,92582
Texas,TX,Bowie,Bowie-TX,4.85,92565
South Carolina,SC,Orangeburg,Orangeburg-SC,10.74166667,92501
Virginia,VA,Roanoke,Roanoke-VA,3.908333333,92376
Wyoming,WY,Laramie,Laramie-WY,3.866666667,91738
Pennsylvania,PA,Lawrence,Lawrence-PA,6.125,91108
Minnesota,MN,Carver,Carver-MN,3.166666667,91042
Montana,MT,Flathead,Flathead-MT,5.683333333,90928
North Carolina,NC,Burke,Burke-NC,5.733333333,90912
Kentucky,KY,Campbell,Campbell-KY,4.233333333,90336
Tennessee,TN,Sevier,Sevier-TN,6.191666667,89889
Iowa,IA,Story,Story-IA,2.408333333,89542
Montana,MT,Gallatin,Gallatin-MT,2.958333333,89513
Missouri,MO,Platte,Platte-MO,4.191666667,89322
Missouri,MO,Buchanan,Buchanan-MO,4.608333333,89201
Washington,WA,Grant,Grant-WA,7.166666667,89120
New Hampshire,NH,Grafton,Grafton-NH,2.883333333,89118
Pennsylvania,PA,Indiana,Indiana-PA,6.116666667,88880
New York,NY,Chemung,Chemung-NY,5.9,88830
Pennsylvania,PA,Crawford,Crawford-PA,5.041666667,88765
Wisconsin,WI,Dodge,Dodge-WI,4.483333333,88759
Maryland,MD,Calvert,Calvert-MD,4.658333333,88737
Minnesota,MN,Sherburne,Sherburne-MN,4,88499
Michigan,MI,Lapeer,Lapeer-MI,1.275,88319
North Carolina,NC,Moore,Moore-NC,5.816666667,88247
California,CA,Mendocino,Mendocino-CA,5.85,87841
Michigan,MI,Grand Traverse,Grand Traverse-MI,0.675,86986
West Virginia,WV,Wood,Wood-WV,6.225,86956
Oklahoma,OK,Rogers,Rogers-OK,4.233333333,86905
Texas,TX,Victoria,Victoria-TX,4.141666667,86793
Texas,TX,Angelina,Angelina-TX,5.616666667,86771
Wisconsin,WI,Ozaukee,Ozaukee-WI,3.725,86395
Texas,TX,Hunt,Hunt-TX,4.691666667,86129
Ohio,OH,Muskingum,Muskingum-OH,6.15,86074
Oregon,OR,Benton,Benton-OR,4.3,85579
Wisconsin,WI,Jefferson,Jefferson-WI,4.283333333,83686
Michigan,MI,Midland,Midland-MI,0.791666667,83629
North Carolina,NC,Caldwell,Caldwell-NC,6.3,83029
Kentucky,KY,Madison,Madison-KY,4.425,82916
Mississippi,MS,Lee,Lee-MS,5.616666667,82910
Rhode Island,RI,Newport,Newport-RI,5.175,82888
Idaho,ID,Bannock,Bannock-ID,3.966666667,82839
Alabama,AL,Limestone,Limestone-AL,5.466666667,82782
Indiana,IN,Howard,Howard-IN,5.008333333,82752
Oregon,OR,Josephine,Josephine-OR,7.858333333,82713
Alabama,AL,Talladega,Talladega-AL,6.566666667,82291
New York,NY,Clinton,Clinton-NY,5.941666667,82128
Texas,TX,Orange,Orange-TX,6.533333333,81837
Pennsylvania,PA,Clearfield,Clearfield-PA,6.441666667,81642
Illinois,IL,Vermilion,Vermilion-IL,7.133333333,81625
Wisconsin,WI,Manitowoc,Manitowoc-WI,5.083333333,81442
Montana,MT,Cascade,Cascade-MT,3.983333333,81327
North Dakota,ND,Burleigh,Burleigh-ND,2.333333333,81308
North Carolina,NC,Wilson,Wilson-NC,9.558333333,81234
Tennessee,TN,Maury,Maury-TN,5.258333333,80956
Alabama,AL,Cullman,Cullman-AL,5.275,80406
New York,NY,Cattaraugus,Cattaraugus-NY,6.191666667,80317
Mississippi,MS,Lauderdale,Lauderdale-MS,6.708333333,80261
New York,NY,Cayuga,Cayuga-NY,5.408333333,80026
Ohio,OH,Scioto,Scioto-OH,7.658333333,79499
Alabama,AL,Elmore,Elmore-AL,5.108333333,79303
West Virginia,WV,Raleigh,Raleigh-WV,7.333333333,78859
Texas,TX,Henderson,Henderson-TX,4.916666667,78532
Washington,WA,Island,Island-WA,6.025,78506
Texas,TX,Rockwall,Rockwall-TX,3.766666667,78337
Virginia,VA,Frederick,Frederick-VA,3.95,78305
North Carolina,NC,Lincoln,Lincoln-NC,5.416666667,78265
Washington,WA,Franklin,Franklin-WA,7.533333333,78163
Ohio,OH,Ross,Ross-OH,5.341666667,78064
Pennsylvania,PA,Somerset,Somerset-PA,6.641666667,77742
New York,NY,Sullivan,Sullivan-NY,5.55,77547
Arkansas,AR,Jefferson,Jefferson-AR,7.25,77435
Missouri,MO,Christian,Christian-MO,4.183333333,77422
Indiana,IN,Kosciusko,Kosciusko-IN,4.041666667,77358
Oklahoma,OK,Payne,Payne-OK,3.408333333,77350
Idaho,ID,Twin Falls,Twin Falls-ID,3.616666667,77230
New Hampshire,NH,Cheshire,Cheshire-NH,3.258333333,77117
Ohio,OH,Erie,Erie-OH,5.683333333,77079
Arkansas,AR,White,White-AR,6.45,77076
Indiana,IN,Bartholomew,Bartholomew-IN,3.575,76794
South Carolina,SC,Lancaster,Lancaster-SC,6.316666667,76652
New Mexico,NM,Valencia,Valencia-NM,7.475,76569
Virginia,VA,Rockingham,Rockingham-VA,4.133333333,76314
Michigan,MI,Van Buren,Van Buren-MI,0.95,76258
Kansas,KS,Leavenworth,Leavenworth-KS,4.541666667,76227
Missouri,MO,Cole,Cole-MO,3.983333333,75990
Oregon,OR,Umatilla,Umatilla-OR,6.525,75889
Missouri,MO,Cape Girardeau,Cape Girardeau-MO,4.316666667,75674
Texas,TX,Liberty,Liberty-TX,6.866666667,75643
Washington,WA,Lewis,Lewis-WA,8.325,75455
Wyoming,WY,Natrona,Natrona-WY,4.8,75450
Oregon,OR,Polk,Polk-OR,5.725,75403
Texas,TX,Coryell,Coryell-TX,4.783333333,75388
Michigan,MI,Clinton,Clinton-MI,0.658333333,75382
Tennessee,TN,Anderson,Anderson-TN,5.958333333,75129
Maryland,MD,Allegany,Allegany-MD,7.041666667,75087
Mississippi,MS,Forrest,Forrest-MS,6.375,74934
Ohio,OH,Hancock,Hancock-OH,3.65,74782
Wisconsin,WI,Wood,Wood-WI,5.533333333,74749
Indiana,IN,Floyd,Floyd-IN,4.25,74578
Kentucky,KY,Bullitt,Bullitt-KY,4.666666667,74319
South Carolina,SC,Oconee,Oconee-SC,5.8,74273
Texas,TX,Bastrop,Bastrop-TX,3.866666667,74171
Kentucky,KY,Christian,Christian-KY,6.416666667,73955
Virginia,VA,Augusta,Augusta-VA,4.1,73750
North Carolina,NC,Surry,Surry-NC,5.466666667,73673
New York,NY,Madison,Madison-NY,5.691666667,73442
Oklahoma,OK,Wagoner,Wagoner-OK,4.033333333,73085
Washington,WA,Grays Harbor,Grays Harbor-WA,8.933333333,72797
Washington,WA,Chelan,Chelan-WA,5.533333333,72453
Tennessee,TN,Putnam,Putnam-TN,5.983333333,72321
California,CA,Yuba,Yuba-CA,9.25,72155
Maine,ME,Aroostook,Aroostook-ME,5.975,71870
Arizona,AZ,Apache,Apache-AZ,13.4,71518
New Mexico,NM,McKinley,McKinley-NM,9.675,71492
Washington,WA,Clallam,Clallam-WA,7.991666667,71404
Massachusetts,MA,Franklin,Franklin-MA,4.525,71372
Kansas,KS,Riley,Riley-KS,3.291666667,71115
Alabama,AL,Dekalb,Dekalb-AL,6.025,71109
Oklahoma,OK,Muskogee,Muskogee-OK,4.966666667,70990
Michigan,MI,Shiawassee,Shiawassee-MI,0.933333333,70648
Ohio,OH,Belmont,Belmont-OH,6.341666667,70400
Michigan,MI,Isabella,Isabella-MI,0.833333333,70311
Indiana,IN,Grant,Grant-IN,5.45,70061
Wisconsin,WI,Portage,Portage-WI,4.633333333,70019
Indiana,IN,Hancock,Hancock-IN,4.2,70002
Oklahoma,OK,Creek,Creek-OK,4.766666667,69967
Ohio,OH,Jefferson,Jefferson-OH,7.408333333,69709
South Carolina,SC,Greenwood,Greenwood-SC,6.308333333,69661
Oklahoma,OK,Pottawatomie,Pottawatomie-OK,4.35,69442
North Carolina,NC,Wilkes,Wilkes-NC,5.733333333,69340
West Virginia,WV,Harrison,Harrison-WV,6.341666667,69099
Pennsylvania,PA,Armstrong,Armstrong-PA,6.383333333,68941
Indiana,IN,Wayne,Wayne-IN,5.3,68917
Indiana,IN,Morgan,Morgan-IN,4.658333333,68894
Tennessee,TN,Greene,Greene-TN,6.616666667,68831
South Carolina,SC,Darlington,Darlington-SC,7.391666667,68681
Virginia,VA,Bedford,Bedford-VA,4.441666667,68676
Arkansas,AR,Lonoke,Lonoke-AR,4.35,68356
Texas,TX,Walker,Walker-TX,5.108333333,67861
North Carolina,NC,Rutherford,Rutherford-NC,7.841666667,67810
Mississippi,MS,Jones,Jones-MS,6.041666667,67761
Pennsylvania,PA,Columbia,Columbia-PA,5.491666667,67295
Illinois,IL,Adams,Adams-IL,5.025,67103
Hawaii,HI,Kauai,Kauai-HI,4.091666667,67091
Michigan,MI,Marquette,Marquette-MI,1.066666667,67077
Alabama,AL,Walker,Walker-AL,7.216666667,67023
Virginia,VA,James City,James City-VA,4.3,67009
North Dakota,ND,Grand Forks,Grand Forks-ND,2.4,66861
South Carolina,SC,Laurens,Laurens-SC,6.5,66537
Ohio,OH,Marion,Marion-OH,5.125,66501
North Carolina,NC,Carteret,Carteret-NC,5.958333333,66469
Oregon,OR,Klamath,Klamath-OR,8,66380
Illinois,IL,Williamson,Williamson-IL,6.241666667,66357
Tennessee,TN,Robertson,Robertson-TN,4.958333333,66283
Iowa,IA,Dallas,Dallas-IA,2.808333333,66135
New Jersey,NJ,Salem,Salem-NJ,7.066666667,66083
Kansas,KS,Butler,Butler-KS,4.291666667,65880
New York,NY,Warren,Warren-NY,5.641666667,65707
New Mexico,NM,Chaves,Chaves-NM,6.35,65645
Texas,TX,Harrison,Harrison-TX,5.3,65631
Kentucky,KY,McCracken,McCracken-KY,5.916666667,65565
Virginia,VA,York,York-VA,4.316666667,65464
New York,NY,Livingston,Livingston-NY,5.358333333,65393
Pennsylvania,PA,Carbon,Carbon-PA,5.825,65249
Virginia,VA,Fauquier,Fauquier-VA,3.933333333,65203
Kentucky,KY,Pike,Pike-KY,9.5,65024
Texas,TX,San Patricio,San Patricio-TX,6.491666667,64804
Ohio,OH,Athens,Athens-OH,6.208333333,64757
New Mexico,NM,Lea,Lea-NM,6.233333333,64727
California,CA,Lake,Lake-CA,7.658333333,64665
Texas,TX,Nacogdoches,Nacogdoches-TX,4.733333333,64524
New York,NY,Herkimer,Herkimer-NY,6.266666667,64519
Kansas,KS,Reno,Reno-KS,4.341666667,64511
Minnesota,MN,Rice,Rice-MN,3.575,64142
Minnesota,MN,Blue Earth,Blue Earth-MN,2.958333333,64013
Michigan,MI,Ionia,Ionia-MI,0.766666667,63905
New Mexico,NM,Otero,Otero-NM,6.225,63797
Virginia,VA,Pittsylvania,Pittsylvania-VA,5.341666667,63506
North Carolina,NC,Chatham,Chatham-NC,4.758333333,63505
California,CA,Tehama,Tehama-CA,7.958333333,63463
North Carolina,NC,Sampson,Sampson-NC,5.958333333,63431
Montana,MT,Lewis and Clark,Lewis and Clark-MT,3.341666667,63395
Michigan,MI,Montcalm,Montcalm-MI,0.933333333,63342
New York,NY,Washington,Washington-NY,5.141666667,63216
New York,NY,Columbia,Columbia-NY,4.058333333,63096
Kentucky,KY,Pulaski,Pulaski-KY,5.958333333,63063
Oregon,OR,Coos,Coos-OR,7.55,63043
Pennsylvania,PA,Bradford,Bradford-PA,5.7,62622
Tennessee,TN,Hamblen,Hamblen-TN,6.341666667,62544
Minnesota,MN,Crow Wing,Crow Wing-MN,5.241666667,62500
Ohio,OH,Lawrence,Lawrence-OH,5.808333333,62450
Wisconsin,WI,Chippewa,Chippewa-WI,4.766666667,62415
West Virginia,WV,Mercer,Mercer-WV,7.308333333,62264
New York,NY,Otsego,Otsego-NY,5.341666667,62259
Wisconsin,WI,Sauk,Sauk-WI,4.166666667,61976
Arkansas,AR,Crawford,Crawford-AR,5.383333333,61948
Ohio,OH,Washington,Washington-OH,5.975,61778
Arkansas,AR,Pope,Pope-AR,5.508333333,61754
South Carolina,SC,Kershaw,Kershaw-SC,5.958333333,61697
North Dakota,ND,Ward,Ward-ND,3.1,61675
Vermont,VT,Rutland,Rutland-VT,4.366666667,61642
Tennessee,TN,Tipton,Tipton-TN,7.316666667,61081
Texas,TX,Starr,Starr-TX,13.59166667,60968
Ohio,OH,Sandusky,Sandusky-OH,4.858333333,60944
Ohio,OH,Knox,Knox-OH,4.666666667,60921
Washington,WA,Mason,Mason-WA,7.658333333,60699
North Carolina,NC,Franklin,Franklin-NC,5.85,60619
North Carolina,NC,Stanly,Stanly-NC,5.341666667,60585
Oklahoma,OK,Garfield,Garfield-OK,3.85,60580
Kentucky,KY,Oldham,Oldham-KY,4,60316
Illinois,IL,Jackson,Jackson-IL,5.625,60218
South Carolina,SC,Georgetown,Georgetown-SC,8.375,60158
New Hampshire,NH,Belknap,Belknap-NH,3.35,60088
New York,NY,Genesee,Genesee-NY,5.066666667,60079
North Carolina,NC,Granville,Granville-NC,4.991666667,59916
Mississippi,MS,Lowndes,Lowndes-MS,7.075,59779
Indiana,IN,Warrick,Warrick-IN,4.041666667,59689
Ohio,OH,Huron,Huron-OH,6.641666667,59626
Vermont,VT,Washington,Washington-VT,3.566666667,59534
North Carolina,NC,Lenoir,Lenoir-NC,6.408333333,59495
Michigan,MI,Barry,Barry-MI,0.691666667,59173
Texas,TX,Wise,Wise-TX,4.65,59127
North Carolina,NC,Haywood,Haywood-NC,5.225,59036
Minnesota,MN,Clay,Clay-MN,3.083333333,58999
Kentucky,KY,Laurel,Laurel-KY,6.325,58849
Washington,WA,Walla Walla,Walla Walla-WA,5.791666667,58781
Nebraska,NE,Hall,Hall-NE,3.908333333,58607
North Carolina,NC,Duplin,Duplin-NC,5.783333333,58505
Illinois,IL,Whiteside,Whiteside-IL,6.283333333,58498
Texas,TX,Anderson,Anderson-TX,3.983333333,58458
Utah,UT,Tooele,Tooele-UT,4.083333333,58218
Missouri,MO,Newton,Newton-MO,4.516666667,58114
North Carolina,NC,Columbus,Columbus-NC,7.591666667,58098
North Carolina,NC,Lee,Lee-NC,7.266666667,57866
Maine,ME,Oxford,Oxford-ME,5.466666667,57833
Tennessee,TN,Carter,Carter-TN,6.666666667,57424
Pennsylvania,PA,Pike,Pike-PA,6.291666667,57369
Alabama,AL,Blount,Blount-AL,5.408333333,57322
Minnesota,MN,Otter Tail,Otter Tail-MN,4.2,57303
Tennessee,TN,Hawkins,Hawkins-TN,6.516666667,56833
Wisconsin,WI,Columbia,Columbia-WI,4.391666667,56833
Ohio,OH,Seneca,Seneca-OH,4.8,56745
Vermont,VT,Windsor,Windsor-VT,3.291666667,56670
Indiana,IN,Boone,Boone-IN,3.683333333,56640
North Carolina,NC,Edgecombe,Edgecombe-NC,9.616666667,56552
West Virginia,WV,Marion,Marion-WV,6.866666667,56418
Colorado,CO,Garfield,Garfield-CO,4.116666667,56389
Virginia,VA,Franklin,Franklin-VA,4.641666667,56159
Tennessee,TN,Cumberland,Cumberland-TN,7.241666667,56053
Colorado,CO,Broomfield,Broomfield-CO,3.35,55889
Mississippi,MS,Pearl River,Pearl River-MS,6.3,55834
Michigan,MI,Tuscola,Tuscola-MI,1.075,55729
Ohio,OH,Pickaway,Pickaway-OH,4.716666667,55698
Mississippi,MS,Lamar,Lamar-MS,4.883333333,55658
Kansas,KS,Saline,Saline-KS,3.825,55606
New York,NY,Fulton,Fulton-NY,6.541666667,55531
West Virginia,WV,Putnam,Putnam-WV,5.55,55486
California,CA,Tuolumne,Tuolumne-CA,7.125,55365
South Carolina,SC,Cherokee,Cherokee-SC,7.15,55342
Nevada,NV,Carson City,Carson City-NV,7.25,55274
California,CA,San Benito,San Benito-CA,7.625,55269
Pennsylvania,PA,Venango,Venango-PA,5.775,54984
Virginia,VA,Washington,Washington-VA,4.8,54876
Virginia,VA,Campbell,Campbell-VA,4.75,54842
North Carolina,NC,Halifax,Halifax-NC,8.883333333,54691
Texas,TX,Hardin,Hardin-TX,5.633333333,54635
Alabama,AL,Autauga,Autauga-AL,5.25,54571
Alabama,AL,Colbert,Colbert-AL,7.9,54428
Maine,ME,Hancock,Hancock-ME,5.775,54418
Texas,TX,Maverick,Maverick-TX,10.70833333,54258
Tennessee,TN,Roane,Roane-TN,6.566666667,54181
Illinois,IL,Boone,Boone-IL,6.608333333,54165
Virginia,VA,Henry,Henry-VA,6.483333333,54151
Minnesota,MN,Chisago,Chisago-MN,4.166666667,53887
Illinois,IL,Coles,Coles-IL,6.208333333,53873
New Mexico,NM,Eddy,Eddy-NM,4.9,53829
Arizona,AZ,Gila,Gila-AZ,7.958333333,53597
West Virginia,WV,Jefferson,Jefferson-WV,4.108333333,53498
Illinois,IL,Ogle,Ogle-IL,6.225,53497
Texas,TX,Rusk,Rusk-TX,4.75,53330
Alabama,AL,Jackson,Jackson-AL,6.591666667,53227
Ohio,OH,Ashland,Ashland-OH,5.091666667,53139
Ohio,OH,Darke,Darke-OH,4.258333333,52959
Alabama,AL,Russell,Russell-AL,6,52947
Illinois,IL,Knox,Knox-IL,6.208333333,52919
Pennsylvania,PA,Wayne,Wayne-PA,5.666666667,52822
Tennessee,TN,Coffee,Coffee-TN,5.616666667,52796
Missouri,MO,Johnson,Johnson-MO,5.4,52595
Texas,TX,Van Zandt,Van Zandt-TX,4.516666667,52579
Missouri,MO,Lincoln,Lincoln-MO,5.141666667,52566
Oklahoma,OK,Grady,Grady-OK,4.316666667,52431
Wisconsin,WI,Waupaca,Waupaca-WI,4.691666667,52410
Ohio,OH,Union,Union-OH,3.8,52300
Michigan,MI,Cass,Cass-MI,0.85,52293
Missouri,MO,Pulaski,Pulaski-MO,5.841666667,52274
Tennessee,TN,McMinn,McMinn-TN,6.516666667,52266
Maine,ME,Somerset,Somerset-ME,6.566666667,52228
North Carolina,NC,Pender,Pender-NC,6.1,52217
Colorado,CO,Eagle,Eagle-CO,3.125,52197
Nevada,NV,Lyon,Lyon-NV,9.425,51980
Missouri,MO,Taney,Taney-MO,8.141666667,51675
New York,NY,Franklin,Franklin-NY,6.525,51599
Minnesota,MN,Winona,Winona-MN,3.316666667,51461
Maryland,MD,Worcester,Worcester-MD,10.63333333,51454
Tennessee,TN,Jefferson,Jefferson-TN,6.525,51407
Colorado,CO,La Plata,La Plata-CO,3.458333333,51334
Wisconsin,WI,Grant,Grant-WI,4.391666667,51208
Texas,TX,Hood,Hood-TX,4.525,51182
Mississippi,MS,Washington,Washington-MS,10.48333333,51137
New York,NY,Tioga,Tioga-NY,5.633333333,51125
North Carolina,NC,Watauga,Watauga-NC,4.916666667,51079
Oklahoma,OK,Washington,Washington-OK,4.158333333,50976
Arkansas,AR,Crittenden,Crittenden-AR,6.358333333,50902
Texas,TX,Cherokee,Cherokee-TX,5.208333333,50845
Illinois,IL,Henry,Henry-IL,6.225,50486
New York,NY,Chenango,Chenango-NY,5.575,50477
Oklahoma,OK,Le Flore,Le Flore-OK,6.65,50384
Alabama,AL,Dale,Dale-AL,6.35,50251
New York,NY,Montgomery,Montgomery-NY,6.691666667,50219
Illinois,IL,Grundy,Grundy-IL,6.816666667,50063
Indiana,IN,Dearborn,Dearborn-IN,5.083333333,50047
Utah,UT,Box Elder,Box Elder-UT,3.625,49975
Alabama,AL,Coffee,Coffee-AL,5.908333333,49948
Rhode Island,RI,Bristol,Bristol-RI,5.091666667,49875
Texas,TX,Lamar,Lamar-TX,4.816666667,49793
Pennsylvania,PA,Bedford,Bedford-PA,5.9,49762
Tennessee,TN,Gibson,Gibson-TN,7.575,49683
Tennessee,TN,Dickson,Dickson-TN,5.566666667,49666
Texas,TX,Kerr,Kerr-TX,3.725,49625
Kentucky,KY,Boyd,Boyd-KY,6.975,49542
Indiana,IN,Henry,Henry-IN,5.316666667,49462
Ohio,OH,Shelby,Shelby-OH,4.266666667,49423
Oregon,OR,Columbia,Columbia-OR,7.216666667,49351
New York,NY,Cortland,Cortland-NY,5.866666667,49336
Kentucky,KY,Franklin,Franklin-KY,4.341666667,49285
New York,NY,Greene,Greene-NY,5.758333333,49221
Iowa,IA,Clinton,Clinton-IA,4.891666667,49116
Wisconsin,WI,Calumet,Calumet-WI,3.6,48971
New York,NY,Allegany,Allegany-NY,5.775,48946
Texas,TX,Val Verde,Val Verde-TX,6.091666667,48879
Nevada,NV,Elko,Elko-NV,5.2,48818
Mississippi,MS,Warren,Warren-MS,6.833333333,48773
Kentucky,KY,Jessamine,Jessamine-KY,4.3,48586
Tennessee,TN,Loudon,Loudon-TN,5.733333333,48556
Michigan,MI,Newaygo,Newaygo-MI,0.875,48460
New Mexico,NM,Curry,Curry-NM,4.925,48376
New York,NY,Delaware,Delaware-NY,6.041666667,47980
New Hampshire,NH,Carroll,Carroll-NH,3.591666667,47818
Illinois,IL,Macoupin,Macoupin-IL,6.35,47765
North Carolina,NC,Beaufort,Beaufort-NC,6.616666667,47759
Vermont,VT,Franklin,Franklin-VT,3.666666667,47746
Texas,TX,Navarro,Navarro-TX,4.266666667,47735
Illinois,IL,Stephenson,Stephenson-IL,6.691666667,47711
Mississippi,MS,Oktibbeha,Oktibbeha-MS,6.291666667,47671
Oklahoma,OK,Carter,Carter-OK,4.375,47557
Indiana,IN,Noble,Noble-IN,4.225,47536
Oklahoma,OK,Osage,Osage-OK,5.058333333,47472
Arizona,AZ,Santa Cruz,Santa Cruz-AZ,11.525,47420
North Carolina,NC,Stokes,Stokes-NC,5.4,47401
Mississippi,MS,Lafayette,Lafayette-MS,5.558333333,47351
Kentucky,KY,Scott,Scott-KY,4.05,47173
Indiana,IN,Marshall,Marshall-IN,4.158333333,47051
Nevada,NV,Douglas,Douglas-NV,6.758333333,46997
Oklahoma,OK,Cherokee,Cherokee-OK,5,46987
North Carolina,NC,Hoke,Hoke-NC,8.058333333,46952
Kentucky,KY,Hopkins,Hopkins-KY,5.7,46920
Colorado,CO,Fremont,Fremont-CO,6.175,46824
South Carolina,SC,Chesterfield,Chesterfield-SC,6.133333333,46734
Virginia,VA,Culpeper,Culpeper-VA,4.325,46689
Michigan,MI,Hillsdale,Hillsdale-MI,0.9,46688
Pennsylvania,PA,Mifflin,Mifflin-PA,5.566666667,46682
North Carolina,NC,Richmond,Richmond-NC,7.891666667,46639
Oklahoma,OK,Kay,Kay-OK,5.5,46562
Arkansas,AR,Mississippi,Mississippi-AR,9.308333333,46480
Kentucky,KY,Henderson,Henderson-KY,4.95,46250
Iowa,IA,Warren,Warren-IA,3.333333333,46225
Minnesota,MN,Goodhue,Goodhue-MN,3.541666667,46183
Utah,UT,Iron,Iron-UT,4.375,46163
Indiana,IN,Lawrence,Lawrence-IN,6.533333333,46134
Wyoming,WY,Campbell,Campbell-WY,3.808333333,46133
Nebraska,NE,Buffalo,Buffalo-NE,2.408333333,46102
West Virginia,WV,Fayette,Fayette-WV,8.541666667,46039
Oregon,OR,Lincoln,Lincoln-OR,6.775,46034
Texas,TX,Medina,Medina-TX,4.375,46006
Pennsylvania,PA,Perry,Perry-PA,4.316666667,45969
Ohio,OH,Auglaize,Auglaize-OH,3.675,45949
Pennsylvania,PA,Huntingdon,Huntingdon-PA,6.816666667,45913
Wisconsin,WI,Barron,Barron-WI,5.058333333,45870
Ohio,OH,Logan,Logan-OH,4.125,45858
Oklahoma,OK,Pittsburg,Pittsburg-OK,5.55,45837
Idaho,ID,Bingham,Bingham-ID,4.091666667,45607
California,CA,Calaveras,Calaveras-CA,6.433333333,45578
North Carolina,NC,Vance,Vance-NC,8.608333333,45422
Texas,TX,Polk,Polk-TX,6.133333333,45413
Michigan,MI,Branch,Branch-MI,0.858333333,45248
Pennsylvania,PA,Jefferson,Jefferson-PA,5.908333333,45200
Missouri,MO,Phelps,Phelps-MO,5.291666667,45156
Virginia,VA,Tazewell,Tazewell-VA,7.483333333,45078
Minnesota,MN,Itasca,Itasca-MN,6.466666667,45058
Tennessee,TN,Bedford,Bedford-TN,6.583333333,45058
Oklahoma,OK,Stephens,Stephens-OK,5.733333333,45048
North Carolina,NC,McDowell,McDowell-NC,5.525,44996
Pennsylvania,PA,Union,Union-PA,4.316666667,44947
Texas,TX,Atascosa,Atascosa-TX,4.775,44911
California,CA,Siskiyou,Siskiyou-CA,9.408333333,44900
Ohio,OH,Brown,Brown-OH,6.175,44846
South Dakota,SD,Lincoln,Lincoln-SD,2.283333333,44828
Washington,WA,Whitman,Whitman-WA,4.675,44776
Wisconsin,WI,Monroe,Monroe-WI,4.466666667,44673
